                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     79,                0.72846,                0.74376,                 1.3747,                0.94504,                0.90251,                0.96783,                0.81904,                0.61365,                0.55247,                 1.1781,              0.0004556,              0.0004556,              0.0004556
                     80,                0.72881,                0.75817,                 1.3704,                0.95581,                0.90877,                0.97068,                0.82568,                0.60848,                0.55671,                 1.1804,              0.0004358,              0.0004358,              0.0004358
                     81,                0.74195,                0.72726,                 1.3672,                0.96008,                 0.9044,                0.96828,                0.82322,                0.60924,                 0.5674,                 1.1731,               0.000416,               0.000416,               0.000416
                     82,                0.69281,                0.71685,                 1.3294,                 0.9442,                0.90736,                0.96734,                0.82355,                0.59686,                0.53904,                 1.1521,              0.0003962,              0.0003962,              0.0003962
                     83,                0.70651,                0.71221,                 1.3474,                0.93791,                0.92061,                0.96923,                0.82436,                0.60196,                0.52655,                 1.1736,              0.0003764,              0.0003764,              0.0003764
                     84,                0.73822,                0.71672,                 1.3723,                0.95594,                 0.9032,                0.97041,                0.82664,                0.61239,                 0.5456,                 1.1765,              0.0003566,              0.0003566,              0.0003566
                     85,                0.73372,                0.71541,                 1.3609,                0.95655,                0.90808,                0.97346,                0.82912,                0.60283,                0.53276,                 1.1623,              0.0003368,              0.0003368,              0.0003368
                     86,                0.71721,                0.70841,                 1.3475,                0.95966,                 0.9111,                0.97411,                0.83266,                0.58516,                0.51165,                 1.1298,               0.000317,               0.000317,               0.000317
                     87,                0.70701,                0.69059,                 1.3372,                0.94464,                 0.9149,                0.96946,                0.83152,                0.58124,                0.51332,                 1.1359,              0.0002972,              0.0002972,              0.0002972
                     88,                0.68799,                0.68201,                 1.3415,                0.94995,                0.91204,                0.97152,                0.83599,                 0.5779,                0.51924,                 1.1444,              0.0002774,              0.0002774,              0.0002774
                     89,                0.70979,                0.68931,                 1.3411,                0.96634,                0.89958,                0.97269,                0.83329,                0.57692,                0.51968,                 1.1376,              0.0002576,              0.0002576,              0.0002576
                     90,                0.68899,                0.73823,                 1.3387,                0.95578,                 0.9032,                0.96819,                0.80757,                 0.6463,                0.54339,                 1.1784,              0.0002378,              0.0002378,              0.0002378
                     91,                0.67329,                0.66261,                 1.3276,                0.96204,                0.91762,                0.97436,                0.82631,                0.60448,                0.53757,                 1.1711,               0.000218,               0.000218,               0.000218
                     92,                0.62937,                0.61084,                 1.2888,                0.96148,                0.92131,                0.97521,                0.83117,                0.58851,                0.50863,                 1.1504,              0.0001982,              0.0001982,              0.0001982
                     93,                0.62272,                0.59178,                 1.2689,                0.95494,                 0.9151,                0.97392,                0.83208,                0.59527,                 0.5046,                 1.1639,              0.0001784,              0.0001784,              0.0001784
                     94,                 0.6196,                0.58688,                 1.2812,                0.96636,                0.90021,                0.97274,                0.83268,                0.58241,                0.50574,                 1.1605,              0.0001586,              0.0001586,              0.0001586
                     95,                0.62759,                0.60049,                 1.2735,                0.96268,                0.91852,                0.97651,                0.84043,                0.57693,                 0.4978,                 1.1518,              0.0001388,              0.0001388,              0.0001388
                     96,                0.61522,                0.58448,                 1.2741,                0.95522,                0.92097,                0.97768,                0.84639,                0.56887,                0.49536,                 1.1452,               0.000119,               0.000119,               0.000119
                     97,                0.60868,                0.57163,                 1.2512,                0.96427,                0.92549,                0.97967,                0.85305,                 0.5526,                0.48842,                 1.1277,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 0.6153,                0.59993,                 1.2711,                0.97062,                0.92015,                 0.9794,                0.85436,                0.54917,                0.48345,                 1.1251,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.60095,                0.55513,                  1.249,                0.96722,                0.92473,                0.97911,                0.85211,                0.55027,                0.48256,                 1.1297,               5.96e-05,               5.96e-05,               5.96e-05
