                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.2425,                 1.4016,                 1.8835,                0.80552,                0.67967,                0.78618,                0.51192,                 1.1605,                 1.3588,                 1.7601,              0.0017921,              0.0017921,              0.0017921
                     23,                 1.2453,                 1.3624,                 1.8819,                0.80866,                 0.6922,                0.80331,                0.52935,                 1.1336,                 1.3679,                 1.7259,              0.0017822,              0.0017822,              0.0017822
                     24,                 1.2089,                 1.3192,                 1.8416,                0.81008,                0.68316,                0.80099,                 0.5525,                 1.0655,                 1.2618,                   1.66,              0.0017723,              0.0017723,              0.0017723
                     25,                 1.2016,                 1.3186,                 1.8339,                0.83255,                0.72354,                0.82031,                 0.5377,                 1.1344,                 1.2348,                 1.7022,              0.0017624,              0.0017624,              0.0017624
                     26,                 1.1915,                 1.3266,                 1.8025,                  0.811,                0.67831,                0.79408,                0.54606,                 1.0266,                 1.2848,                 1.6319,              0.0017525,              0.0017525,              0.0017525
                     27,                 1.1587,                 1.2895,                 1.7905,                 0.8024,                0.75502,                0.82937,                0.55853,                 1.0942,                 1.2406,                  1.671,              0.0017426,              0.0017426,              0.0017426
                     28,                 1.1821,                 1.2952,                 1.8103,                0.78885,                0.75557,                0.84169,                0.58933,                 1.0182,                 1.1285,                 1.6014,              0.0017327,              0.0017327,              0.0017327
                     29,                 1.1017,                 1.2137,                 1.7226,                0.81112,                0.72671,                0.83292,                0.58507,                 1.0009,                 1.0898,                 1.5885,              0.0017228,              0.0017228,              0.0017228
                     30,                 1.1083,                 1.2251,                 1.7261,                0.81723,                0.72145,                0.81675,                0.58236,                0.98661,                  1.139,                 1.5579,              0.0017129,              0.0017129,              0.0017129
                     31,                 1.0971,                 1.2104,                 1.7078,                0.84085,                0.72911,                0.84472,                0.59612,                 0.9449,                 1.1379,                 1.5455,               0.001703,               0.001703,               0.001703
                     32,                 1.0996,                  1.184,                 1.7321,                0.81793,                0.76393,                0.85264,                0.57399,                 1.0515,                 1.1866,                 1.6131,              0.0016931,              0.0016931,              0.0016931
                     33,                 1.0607,                 1.1911,                 1.6949,                0.86021,                0.76708,                0.86344,                0.61126,                0.97485,                 1.0466,                 1.5765,              0.0016832,              0.0016832,              0.0016832
                     34,                 1.0179,                 1.1333,                 1.6483,                0.85098,                0.81128,                0.89832,                0.66448,                0.92576,                0.94944,                 1.5087,              0.0016733,              0.0016733,              0.0016733
                     35,                 1.0791,                  1.157,                 1.6831,                0.83719,                0.75557,                0.85499,                0.60187,                 0.9615,                 1.0499,                 1.5627,              0.0016634,              0.0016634,              0.0016634
                     36,                 1.0364,                 1.0912,                 1.6644,                0.86477,                0.77041,                0.88436,                0.63312,                0.98449,                 1.0252,                 1.5469,              0.0016535,              0.0016535,              0.0016535
                     37,                 1.0002,                 1.0862,                   1.63,                0.86561,                0.80432,                0.89709,                0.64971,                0.97401,                0.99206,                 1.5325,              0.0016436,              0.0016436,              0.0016436
                     38,                0.99307,                 1.0709,                 1.6163,                 0.8268,                0.78691,                0.87984,                0.62425,                0.98502,                   1.11,                 1.5307,              0.0016337,              0.0016337,              0.0016337
                     39,                 0.9969,                 1.0559,                 1.6171,                0.82814,                0.79526,                0.88828,                0.66054,                0.86596,                0.94686,                 1.4611,              0.0016238,              0.0016238,              0.0016238
                     40,                0.94855,                 1.0342,                 1.5892,                0.87016,                0.82312,                0.91313,                0.68707,                0.90151,                0.91364,                 1.4888,              0.0016139,              0.0016139,              0.0016139
                     41,                 1.0151,                 1.0816,                 1.6212,                0.86559,                0.79387,                0.89205,                0.68837,                0.82778,                0.87568,                  1.405,               0.001604,               0.001604,               0.001604
                     42,                0.94343,                 1.0144,                 1.5748,                 0.8812,                0.81611,                0.90701,                0.68694,                0.89699,                0.85813,                 1.4676,              0.0015941,              0.0015941,              0.0015941
                     43,                0.91718,                 1.0059,                 1.5538,                0.88592,                0.80034,                0.89346,                0.67486,                0.85849,                0.88246,                 1.4355,              0.0015842,              0.0015842,              0.0015842
                     44,                0.94415,                 1.0201,                 1.5706,                0.88015,                0.79457,                0.90486,                 0.6693,                0.89433,                0.92706,                 1.4305,              0.0015743,              0.0015743,              0.0015743
                     45,                0.93666,                0.99959,                  1.567,                0.87112,                0.80488,                 0.9139,                0.68228,                0.86664,                0.95757,                 1.4203,              0.0015644,              0.0015644,              0.0015644
                     46,                0.92069,                0.96358,                 1.5251,                 0.9009,                0.82302,                0.92762,                0.71221,                0.80568,                0.78279,                  1.356,              0.0015545,              0.0015545,              0.0015545
                     47,                0.92998,                0.94117,                 1.5399,                 0.8943,                0.82483,                0.92793,                0.71942,                0.77734,                0.80221,                 1.3632,              0.0015446,              0.0015446,              0.0015446
                     48,                0.90824,                0.95362,                 1.5345,                0.90115,                0.85704,                0.94213,                0.72488,                0.78413,                0.81559,                 1.3608,              0.0015347,              0.0015347,              0.0015347
                     49,                0.89609,                0.94197,                 1.5249,                0.89145,                0.84192,                0.93438,                 0.6991,                0.84664,                0.82134,                 1.4347,              0.0015248,              0.0015248,              0.0015248
                     50,                0.89475,                0.92442,                 1.5152,                 0.8971,                0.84996,                0.93987,                0.71495,                0.82746,                0.82213,                 1.3962,              0.0015149,              0.0015149,              0.0015149
                     51,                0.91934,                0.92056,                  1.525,                0.88664,                0.84425,                0.93421,                0.72605,                0.79214,                0.77071,                 1.3601,               0.001505,               0.001505,               0.001505
                     52,                0.88511,                 0.9142,                 1.4774,                0.92037,                0.84053,                0.93236,                0.73457,                0.80006,                0.75355,                 1.3605,              0.0014951,              0.0014951,              0.0014951
                     53,                0.89915,                0.87961,                 1.5043,                 0.9243,                 0.8649,                0.94802,                0.72311,                0.85119,                0.74942,                 1.4059,              0.0014852,              0.0014852,              0.0014852
                     54,                0.88527,                0.88892,                 1.4926,                0.88903,                0.84245,                0.93202,                0.72886,                0.80084,                 0.7361,                 1.3805,              0.0014753,              0.0014753,              0.0014753
                     55,                0.86358,                0.89791,                 1.4847,                0.93523,                0.85585,                0.94968,                0.76141,                0.72411,                0.73043,                 1.2856,              0.0014654,              0.0014654,              0.0014654
                     56,                0.87701,                0.89183,                 1.4821,                0.90181,                0.84425,                0.93296,                 0.7304,                0.77288,                0.74101,                 1.3357,              0.0014555,              0.0014555,              0.0014555
                     57,                0.85754,                0.90214,                 1.4867,                0.90588,                0.86462,                0.94436,                0.74343,                0.76666,                 0.7251,                 1.3635,              0.0014456,              0.0014456,              0.0014456
                     58,                0.85304,                0.88191,                 1.4741,                0.92293,                0.86735,                 0.9426,                0.74984,                0.76361,                0.69199,                 1.3324,              0.0014357,              0.0014357,              0.0014357
                     59,                 0.8393,                0.84211,                 1.4509,                0.92494,                0.85807,                  0.948,                0.73826,                0.77105,                0.68792,                 1.3423,              0.0014258,              0.0014258,              0.0014258
                     60,                0.78075,                0.80975,                 1.4111,                0.94028,                0.87813,                0.95256,                0.77413,                0.71711,                0.64631,                 1.2736,              0.0014159,              0.0014159,              0.0014159
                     61,                0.82817,                0.83746,                 1.4456,                0.93034,                0.88788,                0.95285,                 0.7739,                0.72754,                0.66026,                 1.2752,               0.001406,               0.001406,               0.001406
                     62,                0.84815,                0.82277,                  1.458,                 0.9224,                0.85264,                0.94539,                0.74673,                0.75609,                0.70226,                 1.2931,              0.0013961,              0.0013961,              0.0013961
                     63,                0.80127,                0.80662,                 1.4035,                0.93593,                0.89067,                0.95881,                0.77067,                0.70107,                0.64681,                 1.2567,              0.0013862,              0.0013862,              0.0013862
                     64,                0.83289,                 0.8109,                 1.4478,                0.92117,                0.89485,                0.96246,                0.76547,                0.72712,                0.64906,                 1.2782,              0.0013763,              0.0013763,              0.0013763
                     65,                 0.8272,                 0.7997,                 1.4346,                0.95311,                0.86343,                0.95098,                0.75984,                0.73518,                0.66291,                 1.2703,              0.0013664,              0.0013664,              0.0013664
                     66,                0.78636,                0.77224,                 1.4016,                0.92885,                0.87883,                 0.9572,                0.79343,                0.65312,                0.62603,                 1.2155,              0.0013565,              0.0013565,              0.0013565
                     67,                0.76583,                0.76051,                 1.3709,                0.91785,                0.90877,                0.96157,                0.79571,                 0.6597,                0.59748,                 1.2337,              0.0013466,              0.0013466,              0.0013466
                     68,                0.76301,                 0.7681,                 1.3856,                0.94185,                0.89206,                0.96358,                0.79238,                 0.6825,                0.59489,                 1.2434,              0.0013367,              0.0013367,              0.0013367
                     69,                0.78448,                0.78774,                 1.4061,                0.93737,                0.88593,                0.95912,                0.78467,                 0.6945,                0.61045,                 1.2457,              0.0013268,              0.0013268,              0.0013268
                     70,                0.81352,                0.78421,                  1.415,                 0.9411,                0.89554,                0.96424,                0.79402,                0.66462,                0.59126,                 1.2205,              0.0013169,              0.0013169,              0.0013169
                     71,                0.74343,                0.76801,                 1.3716,                0.94399,                0.88719,                0.96267,                0.78261,                0.69174,                0.59712,                 1.2445,               0.001307,               0.001307,               0.001307
                     72,                0.79259,                0.75277,                 1.3876,                0.94027,                0.88579,                0.95648,                0.76734,                0.72479,                0.60173,                 1.2722,              0.0012971,              0.0012971,              0.0012971
                     73,                0.77427,                0.75116,                 1.3895,                0.94085,                0.89714,                0.96344,                0.76371,                0.73876,                0.60186,                 1.2967,              0.0012872,              0.0012872,              0.0012872
                     74,                0.74394,                0.74789,                 1.3765,                0.93331,                0.90669,                0.96292,                0.79312,                0.66929,                0.56961,                   1.25,              0.0012773,              0.0012773,              0.0012773
                     75,                0.74944,                0.74364,                 1.3771,                 0.9476,                0.90666,                0.97039,                0.80603,                0.66639,                0.57032,                 1.2278,              0.0012674,              0.0012674,              0.0012674
                     76,                0.75644,                0.72558,                 1.3638,                0.92618,                0.89989,                0.96262,                0.80237,                0.64852,                0.57445,                 1.2094,              0.0012575,              0.0012575,              0.0012575
                     77,                0.76197,                0.74354,                 1.3731,                0.95287,                0.89694,                0.96687,                0.80576,                0.63152,                0.57175,                 1.2096,              0.0012476,              0.0012476,              0.0012476
                     78,                0.76426,                 0.7427,                 1.3777,                0.94016,                0.88623,                0.96077,                0.79889,                0.66771,                0.57706,                 1.2367,              0.0012377,              0.0012377,              0.0012377
                     79,                0.74117,                0.73794,                 1.3769,                0.94793,                0.90181,                0.97008,                0.81585,                0.63121,                0.54528,                 1.2026,              0.0012278,              0.0012278,              0.0012278
                     80,                0.74659,                0.74503,                  1.366,                0.94681,                0.91783,                0.97347,                0.80016,                0.67391,                0.57194,                 1.2266,              0.0012179,              0.0012179,              0.0012179
                     81,                0.74439,                0.71901,                 1.3512,                0.95797,                0.92063,                0.97358,                 0.8188,                0.63146,                0.55209,                 1.1787,               0.001208,               0.001208,               0.001208
                     82,                0.68822,                0.68653,                 1.3157,                 0.9299,                0.89903,                0.96705,                0.81307,                0.62955,                0.54202,                 1.2039,              0.0011981,              0.0011981,              0.0011981
                     83,                0.70483,                0.70008,                  1.337,                0.95632,                0.89952,                 0.9703,                0.80747,                0.63489,                0.57413,                 1.2132,              0.0011882,              0.0011882,              0.0011882
                     84,                0.72988,                0.69781,                 1.3457,                0.94847,                0.91643,                0.97285,                 0.8094,                0.62513,                0.54839,                 1.2038,              0.0011783,              0.0011783,              0.0011783
                     85,                0.73912,                0.69673,                 1.3462,                 0.9593,                0.90285,                0.96387,                0.80154,                0.63188,                0.55644,                  1.195,              0.0011684,              0.0011684,              0.0011684
                     86,                0.71895,                0.69285,                 1.3367,                0.97194,                0.91675,                0.97661,                0.81466,                0.63008,                0.51738,                  1.171,              0.0011585,              0.0011585,              0.0011585
                     87,                0.72142,                0.68031,                 1.3321,                0.94853,                0.89276,                 0.9673,                0.81777,                0.61819,                0.52854,                 1.1661,              0.0011486,              0.0011486,              0.0011486
                     88,                0.69086,                0.67472,                 1.3282,                0.94677,                0.92479,                 0.9744,                0.81839,                0.61909,                 0.5224,                 1.1564,              0.0011387,              0.0011387,              0.0011387
                     89,                0.71208,                0.67438,                 1.3199,                0.95894,                0.92701,                0.97976,                0.82777,                0.61656,                0.53207,                 1.1665,              0.0011288,              0.0011288,              0.0011288
                     90,                0.69555,                0.67191,                 1.3172,                0.94452,                0.88923,                0.96757,                0.82206,                0.60794,                0.53931,                 1.1639,              0.0011189,              0.0011189,              0.0011189
                     91,                 0.7059,                0.66538,                 1.3167,                0.93227,                0.91017,                0.96618,                0.82564,                0.58472,                0.50644,                 1.1518,               0.001109,               0.001109,               0.001109
                     92,                0.72305,                0.69222,                 1.3389,                0.95401,                0.92201,                0.97491,                0.83059,                0.58933,                0.50463,                 1.1487,              0.0010991,              0.0010991,              0.0010991
                     93,                0.69323,                0.67259,                 1.3183,                0.95396,                0.89454,                0.96074,                0.81198,                0.60579,                0.51235,                 1.1677,              0.0010892,              0.0010892,              0.0010892
                     94,                0.69271,                0.66271,                 1.3113,                0.97013,                0.91365,                0.97349,                0.83144,                0.59408,                0.48356,                 1.1577,              0.0010793,              0.0010793,              0.0010793
                     95,                0.69291,                 0.6671,                  1.305,                0.96672,                0.91015,                0.97162,                 0.8297,                0.59999,                  0.482,                 1.1408,              0.0010694,              0.0010694,              0.0010694
                     96,                0.65729,                0.64102,                 1.2882,                0.95952,                0.92429,                   0.97,                0.83884,                0.57184,                0.47345,                 1.1317,              0.0010595,              0.0010595,              0.0010595
                     97,                0.67017,                0.65982,                 1.2884,                0.95862,                0.92131,                0.97576,                0.82994,                 0.5937,                0.48937,                 1.1343,              0.0010496,              0.0010496,              0.0010496
                     98,                0.67287,                0.64442,                 1.2981,                0.94618,                0.91824,                0.97155,                0.83563,                0.58424,                0.48901,                 1.1429,              0.0010397,              0.0010397,              0.0010397
                     99,                0.69071,                0.65682,                 1.3051,                0.96063,                0.94011,                0.98186,                0.84167,                0.58584,                0.49215,                 1.1469,              0.0010298,              0.0010298,              0.0010298
                    100,                0.66947,                0.64217,                 1.2842,                0.95523,                0.91504,                0.97593,                0.83638,                0.56747,                0.49043,                 1.1299,              0.0010199,              0.0010199,              0.0010199
                    101,                0.65223,                0.63771,                 1.2991,                0.96295,                0.91852,                 0.9792,                0.84371,                0.57492,                0.47107,                 1.1442,                0.00101,                0.00101,                0.00101
                    102,                0.67214,                0.62302,                 1.2798,                0.95513,                0.92897,                0.97394,                0.82449,                0.63175,                0.47493,                 1.1862,              0.0010001,              0.0010001,              0.0010001
                    103,                0.68704,                 0.6311,                 1.2945,                0.96158,                0.93036,                 0.9773,                0.84992,                0.56039,                0.46123,                 1.1296,              0.0009902,              0.0009902,              0.0009902
                    104,                0.67798,                0.61932,                 1.2811,                0.95484,                0.94222,                0.97901,                0.85031,                 0.5482,                0.45432,                 1.1097,              0.0009803,              0.0009803,              0.0009803
                    105,                0.67779,                0.62903,                 1.2987,                0.95345,                0.94638,                0.98372,                0.84517,                0.56803,                0.45388,                 1.1135,              0.0009704,              0.0009704,              0.0009704
                    106,                0.64898,                 0.6158,                 1.2732,                0.95429,                0.93872,                0.98328,                0.85421,                0.54085,                0.47884,                 1.0967,              0.0009605,              0.0009605,              0.0009605
                    107,                0.67357,                0.62944,                 1.2866,                0.96562,                0.93036,                0.97848,                0.83559,                0.60142,                0.46914,                 1.1723,              0.0009506,              0.0009506,              0.0009506
                    108,                0.67106,                 0.6206,                 1.2897,                0.96229,                0.93315,                0.97608,                0.84681,                 0.5605,                0.45994,                 1.1173,              0.0009407,              0.0009407,              0.0009407
                    109,                0.66336,                0.61299,                 1.2708,                0.95337,                0.93963,                0.97792,                0.85322,                0.52963,                0.44012,                 1.0916,              0.0009308,              0.0009308,              0.0009308
                    110,                0.64555,                0.60636,                  1.273,                0.94764,                0.93271,                0.97991,                0.84816,                 0.5403,                0.45031,                 1.0992,              0.0009209,              0.0009209,              0.0009209
                    111,                0.63024,                0.60234,                 1.2511,                0.95776,                0.94738,                0.98498,                0.85495,                0.55278,                0.44968,                 1.1099,               0.000911,               0.000911,               0.000911
                    112,                0.62691,                 0.6017,                 1.2594,                0.97149,                 0.9234,                0.97649,                0.84182,                 0.5553,                0.45401,                 1.1077,              0.0009011,              0.0009011,              0.0009011
                    113,                0.65264,                0.60626,                 1.2773,                 0.9706,                0.92549,                0.97576,                0.83451,                0.56889,                0.46201,                 1.1212,              0.0008912,              0.0008912,              0.0008912
                    114,                0.64926,                 0.6069,                 1.2643,                0.96472,                0.93663,                0.97997,                0.85632,                0.52215,                0.44603,                 1.0867,              0.0008813,              0.0008813,              0.0008813
                    115,                0.64884,                0.61683,                 1.2496,                0.95613,                0.94097,                0.97681,                0.84854,                0.55708,                0.48258,                 1.1209,              0.0008714,              0.0008714,              0.0008714
                    116,                0.63684,                0.59088,                 1.2544,                0.96451,                0.94616,                0.98249,                0.86222,                 0.5076,                0.41453,                 1.0645,              0.0008615,              0.0008615,              0.0008615
                    117,                0.63753,                0.59626,                 1.2646,                 0.9677,                0.93887,                0.97807,                0.85714,                0.52577,                0.42188,                 1.0886,              0.0008516,              0.0008516,              0.0008516
                    118,                 0.6335,                0.59801,                 1.2469,                0.95845,                0.93942,                0.98028,                0.85525,                0.53568,                0.43328,                 1.0917,              0.0008417,              0.0008417,              0.0008417
                    119,                0.64824,                0.59952,                  1.266,                0.97274,                0.91945,                0.97426,                0.86004,                0.50812,                0.42873,                 1.0646,              0.0008318,              0.0008318,              0.0008318
                    120,                0.62218,                0.59496,                 1.2476,                 0.9671,                0.92897,                0.98143,                0.85744,                0.53287,                0.44335,                  1.077,              0.0008219,              0.0008219,              0.0008219
                    121,                  0.624,                0.58594,                  1.242,                0.97427,                0.93802,                0.98475,                0.87014,                0.50572,                0.41547,                 1.0622,               0.000812,               0.000812,               0.000812
                    122,                0.65649,                0.61155,                 1.2756,                 0.9695,                0.92973,                0.98111,                0.86182,                0.53756,                0.42782,                 1.0815,              0.0008021,              0.0008021,              0.0008021
                    123,                0.64478,                0.59662,                  1.262,                0.96895,                0.93457,                0.97755,                0.85229,                0.53619,                 0.4336,                 1.0883,              0.0007922,              0.0007922,              0.0007922
                    124,                0.63339,                0.59469,                 1.2619,                0.96701,                0.94847,                0.98372,                0.86516,                0.49678,                0.41508,                   1.07,              0.0007823,              0.0007823,              0.0007823
                    125,                 0.6217,                0.58225,                 1.2562,                0.97429,                 0.9501,                0.98534,                0.87199,                0.49908,                0.41592,                 1.0664,              0.0007724,              0.0007724,              0.0007724
                    126,                0.62094,                0.59084,                 1.2422,                0.96634,                0.93942,                0.98339,                0.86521,                0.51536,                 0.4172,                 1.0651,              0.0007625,              0.0007625,              0.0007625
                    127,                0.61936,                0.58212,                 1.2451,                0.97478,                0.94215,                0.98357,                0.86919,                 0.5182,                0.42082,                 1.0874,              0.0007526,              0.0007526,              0.0007526
                    128,                 0.6031,                0.57013,                 1.2218,                0.97617,                0.93942,                0.98104,                0.86522,                0.51211,                0.40739,                 1.0633,              0.0007427,              0.0007427,              0.0007427
                    129,                0.61377,                0.56677,                 1.2375,                0.97576,                0.95304,                0.98663,                0.87747,                0.48873,                0.40843,                 1.0475,              0.0007328,              0.0007328,              0.0007328
                    130,                0.60986,                0.57217,                 1.2327,                0.97012,                0.94953,                0.98576,                0.87779,                0.48313,                0.40774,                 1.0411,              0.0007229,              0.0007229,              0.0007229
                    131,                0.58085,                0.54327,                  1.209,                0.97707,                0.94934,                0.98609,                0.87089,                0.50293,                0.40016,                 1.0612,               0.000713,               0.000713,               0.000713
                    132,                0.59026,                0.56923,                 1.2283,                0.97081,                0.94944,                0.98642,                0.87787,                0.48545,                 0.3999,                 1.0438,              0.0007031,              0.0007031,              0.0007031
                    133,                0.58925,                0.54841,                 1.2268,                0.96476,                0.95323,                0.98698,                0.87366,                0.51123,                0.40787,                 1.0613,              0.0006932,              0.0006932,              0.0006932
                    134,                0.59986,                0.55168,                  1.216,                0.96684,                0.93402,                0.98288,                0.86621,                0.51186,                 0.4209,                 1.0692,              0.0006833,              0.0006833,              0.0006833
                    135,                0.58851,                0.55181,                 1.2169,                0.97852,                0.95181,                0.98853,                0.87801,                 0.4938,                0.40388,                 1.0575,              0.0006734,              0.0006734,              0.0006734
                    136,                0.57443,                0.55068,                 1.2157,                0.97155,                0.95107,                  0.987,                0.88088,                  0.484,                0.38605,                 1.0438,              0.0006635,              0.0006635,              0.0006635
                    137,                0.58958,                0.54919,                 1.2209,                0.97564,                0.95125,                0.98882,                0.87953,                 0.4872,                0.38446,                 1.0421,              0.0006536,              0.0006536,              0.0006536
                    138,                 0.5735,                0.54489,                 1.2087,                0.98335,                0.94598,                0.98671,                0.88365,                0.48312,                0.38737,                 1.0431,              0.0006437,              0.0006437,              0.0006437
                    139,                0.57582,                0.53772,                 1.2122,                0.97451,                0.95839,                0.98532,                0.88316,                0.47317,                0.38012,                 1.0284,              0.0006338,              0.0006338,              0.0006338
                    140,                0.57523,                0.54348,                 1.2156,                 0.9766,                0.95917,                0.98912,                0.89319,                0.45955,                0.37617,                  1.025,              0.0006239,              0.0006239,              0.0006239
                    141,                0.57743,                0.53467,                 1.2238,                0.97737,                0.96224,                0.98947,                0.89433,                0.45411,                0.37217,                 1.0183,               0.000614,               0.000614,               0.000614
                    142,                0.58101,                0.55719,                 1.2219,                 0.9769,                0.94253,                0.98384,                0.88807,                0.46767,                0.38088,                 1.0145,              0.0006041,              0.0006041,              0.0006041
                    143,                0.58706,                0.54451,                 1.2115,                0.97135,                0.94499,                0.98459,                0.88363,                0.48178,                0.38723,                 1.0384,              0.0005942,              0.0005942,              0.0005942
                    144,                0.56103,                0.53224,                  1.186,                0.97945,                0.94708,                0.98688,                0.88659,                0.45502,                0.36606,                 1.0244,              0.0005843,              0.0005843,              0.0005843
                    145,                0.56651,                0.52501,                 1.1998,                0.98408,                0.94719,                0.98631,                0.88756,                0.46042,                0.36826,                 1.0197,              0.0005744,              0.0005744,              0.0005744
                    146,                0.58121,                0.53997,                  1.206,                0.97842,                 0.9429,                0.98566,                0.87849,                   0.49,                  0.377,                 1.0497,              0.0005645,              0.0005645,              0.0005645
                    147,                0.56435,                0.52716,                  1.218,                0.97968,                0.95056,                0.98491,                0.88478,                0.46174,                0.36983,                 1.0271,              0.0005546,              0.0005546,              0.0005546
                    148,                0.56517,                0.52379,                  1.192,                0.97391,                0.96174,                0.98791,                0.88075,                0.49023,                0.37707,                 1.0483,              0.0005447,              0.0005447,              0.0005447
                    149,                 0.5617,                0.50953,                  1.198,                0.96724,                0.95752,                 0.9864,                0.88365,                0.45882,                0.36987,                 1.0263,              0.0005348,              0.0005348,              0.0005348
                    150,                0.54734,                 0.5011,                 1.1768,                0.97809,                0.95474,                0.98523,                0.88559,                0.47079,                0.37549,                 1.0291,              0.0005249,              0.0005249,              0.0005249
                    151,                0.57446,                0.54247,                 1.2072,                0.98773,                0.95281,                0.98536,                0.89576,                0.44513,                0.36272,                  1.008,               0.000515,               0.000515,               0.000515
                    152,                0.57567,                0.53364,                 1.2085,                0.97996,                0.95752,                0.98726,                 0.8947,                0.44269,                0.36412,                 1.0073,              0.0005051,              0.0005051,              0.0005051
                    153,                0.56551,                0.53135,                 1.2026,                0.98336,                0.94641,                0.98629,                0.89394,                0.44703,                0.36675,                 1.0093,              0.0004952,              0.0004952,              0.0004952
                    154,                 0.5627,                0.52638,                 1.1916,                0.96887,                0.95356,                0.98598,                0.89034,                0.44892,                0.37272,                 1.0086,              0.0004853,              0.0004853,              0.0004853
                    155,                0.56641,                0.52001,                 1.2019,                0.97036,                0.95759,                0.99012,                0.87941,                0.47856,                0.37527,                 1.0419,              0.0004754,              0.0004754,              0.0004754
