                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.0734,                 1.2045,                 1.6968,                0.82411,                0.75043,                0.85246,                0.58483,                 1.0345,                 1.1171,                  1.588,              0.0018812,              0.0018812,              0.0018812
                     32,                 1.1006,                 1.1999,                 1.7293,                0.72927,                0.71727,                0.77541,                0.47213,                 1.1221,                 1.5858,                  1.692,              0.0018772,              0.0018772,              0.0018772
                     33,                 1.0821,                 1.2023,                 1.7087,                0.81743,                0.74373,                0.85428,                0.57706,                 1.0516,                 1.1987,                 1.5768,              0.0018733,              0.0018733,              0.0018733
                     34,                 1.0374,                 1.1443,                 1.6646,                0.86826,                0.76184,                0.88353,                0.63471,                0.95987,                 1.0553,                 1.4999,              0.0018693,              0.0018693,              0.0018693
                     35,                 1.0791,                 1.1931,                 1.7066,                0.81049,                0.76323,                0.86487,                 0.6241,                0.93367,                 1.1421,                 1.5006,              0.0018654,              0.0018654,              0.0018654
                     36,                 1.0499,                 1.1161,                  1.674,                0.84984,                0.76853,                0.87376,                0.63017,                0.93746,                 1.0264,                 1.4914,              0.0018614,              0.0018614,              0.0018614
                     37,                 1.0206,                 1.1068,                 1.6383,                0.82303,                0.77019,                0.86309,                0.63207,                0.92799,                0.98995,                 1.4674,              0.0018574,              0.0018574,              0.0018574
                     38,                 1.0154,                 1.0972,                 1.6285,                0.83509,                0.78286,                0.87821,                 0.6513,                0.89478,                 0.9774,                 1.4324,              0.0018535,              0.0018535,              0.0018535
                     39,                0.99984,                 1.0968,                 1.6386,                0.84325,                0.79039,                0.88664,                0.64597,                0.92995,                0.99893,                 1.4933,              0.0018495,              0.0018495,              0.0018495
                     40,                0.98129,                 1.0715,                 1.6132,                0.84216,                0.78273,                0.87379,                0.62677,                0.96158,                0.99721,                 1.5243,              0.0018456,              0.0018456,              0.0018456
                     41,                 1.0374,                  1.107,                  1.647,                0.87425,                0.78915,                0.88472,                0.65157,                0.93057,                0.91948,                  1.458,              0.0018416,              0.0018416,              0.0018416
                     42,                0.97153,                 1.0373,                 1.5987,                0.84606,                0.79387,                0.89461,                0.65481,                0.90332,                0.91293,                 1.4597,              0.0018376,              0.0018376,              0.0018376
                     43,                0.94498,                 1.0347,                 1.5871,                0.86874,                0.76184,                0.86964,                0.63286,                0.93483,                0.92739,                 1.4886,              0.0018337,              0.0018337,              0.0018337
                     44,                0.98122,                 1.0684,                 1.6078,                0.83143,                0.79178,                0.88434,                0.66193,                0.87279,                0.94663,                 1.4016,              0.0018297,              0.0018297,              0.0018297
                     45,                0.97395,                 1.0636,                 1.5939,                0.84976,                0.77591,                0.87599,                0.62291,                0.97287,                 1.0049,                 1.5161,              0.0018258,              0.0018258,              0.0018258
                     46,                0.97083,                 1.0478,                 1.5638,                0.89884,                0.78969,                 0.8976,                0.68133,                0.85117,                0.85861,                  1.411,              0.0018218,              0.0018218,              0.0018218
                     47,                 0.9447,                 1.0112,                 1.5696,                0.84317,                0.83866,                0.91502,                0.67236,                0.85821,                0.93458,                 1.4226,              0.0018178,              0.0018178,              0.0018178
                     48,                0.93624,                0.98872,                 1.5556,                0.88585,                0.83705,                0.92858,                0.70476,                0.84417,                0.85787,                 1.3934,              0.0018139,              0.0018139,              0.0018139
                     49,                0.92329,                0.97976,                 1.5504,                0.88234,                0.83558,                0.92208,                0.68504,                0.91032,                0.85055,                 1.4604,              0.0018099,              0.0018099,              0.0018099
                     50,                0.93763,                 0.9493,                  1.545,                0.91041,                0.83505,                0.92983,                 0.7037,                0.83241,                0.83997,                 1.3693,               0.001806,               0.001806,               0.001806
                     51,                0.95197,                0.94748,                 1.5541,                0.88355,                0.81897,                0.91634,                0.68836,                0.86047,                0.86397,                 1.4245,               0.001802,               0.001802,               0.001802
                     52,                0.92346,                0.96392,                 1.5228,                0.90026,                 0.8611,                0.94419,                0.74496,                 0.7708,                0.76787,                  1.351,               0.001798,               0.001798,               0.001798
                     53,                0.89646,                0.91713,                 1.5131,                0.88621,                0.82983,                0.92488,                0.71185,                0.82196,                0.83851,                 1.3509,              0.0017941,              0.0017941,              0.0017941
                     54,                0.89948,                0.92958,                 1.4993,                0.90035,                0.84939,                0.94266,                 0.7367,                  0.779,                0.73226,                 1.3215,              0.0017901,              0.0017901,              0.0017901
                     55,                0.87804,                0.90269,                 1.4938,                0.89391,                0.83911,                0.92628,                0.72534,                0.77527,                0.80001,                 1.3301,              0.0017862,              0.0017862,              0.0017862
                     56,                0.88064,                0.92791,                 1.4993,                0.89588,                0.84958,                0.93029,                 0.7273,                 0.7889,                0.74024,                 1.3269,              0.0017822,              0.0017822,              0.0017822
                     57,                0.85216,                0.92034,                 1.4746,                0.87052,                0.86144,                0.93741,                0.74854,                0.78512,                0.72321,                 1.3147,              0.0017782,              0.0017782,              0.0017782
                     58,                 0.8846,                0.90711,                 1.4901,                0.91229,                0.86921,                  0.952,                0.76062,                0.74646,                 0.7097,                 1.2893,              0.0017743,              0.0017743,              0.0017743
                     59,                0.84824,                0.88072,                 1.4546,                0.90118,                0.85167,                0.93764,                 0.7194,                0.79581,                0.74087,                 1.3357,              0.0017703,              0.0017703,              0.0017703
                     60,                0.82044,                0.84813,                 1.4433,                0.91934,                0.84133,                0.93551,                0.71023,                0.83486,                0.77683,                 1.3839,              0.0017664,              0.0017664,              0.0017664
                     61,                0.85574,                0.89152,                 1.4671,                 0.9141,                0.86142,                0.94373,                0.73566,                 0.8157,                0.68868,                 1.3245,              0.0017624,              0.0017624,              0.0017624
                     62,                0.87055,                0.85955,                 1.4721,                0.91945,                0.86643,                0.94541,                 0.7252,                0.79254,                0.74994,                 1.3244,              0.0017584,              0.0017584,              0.0017584
                     63,                0.82996,                0.83621,                 1.4266,                0.92447,                0.86086,                0.95405,                0.75019,                0.76553,                0.71011,                 1.2835,              0.0017545,              0.0017545,              0.0017545
                     64,                0.86098,                0.84757,                 1.4671,                0.93021,                0.89111,                  0.957,                0.76841,                0.70117,                0.64949,                 1.2408,              0.0017505,              0.0017505,              0.0017505
                     65,                0.83458,                 0.8245,                 1.4435,                0.94688,                0.87813,                0.95436,                0.76926,                0.69485,                0.64079,                  1.233,              0.0017466,              0.0017466,              0.0017466
                     66,                0.80703,                 0.8086,                 1.4185,                0.92426,                0.88928,                0.96043,                0.77309,                0.71363,                0.64783,                 1.2544,              0.0017426,              0.0017426,              0.0017426
                     67,                0.76574,                0.78204,                 1.3723,                0.93929,                 0.8943,                0.96153,                0.77954,                0.71443,                0.67736,                 1.2692,              0.0017386,              0.0017386,              0.0017386
                     68,                0.77297,                0.79559,                 1.3951,                0.92906,                 0.9046,                0.96153,                0.78963,                  0.688,                0.60145,                 1.2368,              0.0017347,              0.0017347,              0.0017347
                     69,                0.79968,                0.80839,                 1.4113,                0.91644,                  0.886,                0.95976,                0.76937,                0.74441,                0.65941,                 1.2847,              0.0017307,              0.0017307,              0.0017307
                     70,                0.84631,                0.82901,                 1.4458,                0.92053,                0.89345,                0.95505,                0.74356,                0.73943,                0.72005,                 1.2854,              0.0017268,              0.0017268,              0.0017268
                     71,                0.77158,                 0.7981,                   1.39,                0.93825,                0.84649,                0.94256,                0.77302,                0.70933,                0.63988,                 1.2429,              0.0017228,              0.0017228,              0.0017228
                     72,                0.80426,                0.77911,                 1.3971,                0.92964,                 0.8557,                0.94633,                0.76584,                0.71349,                0.65772,                 1.2518,              0.0017188,              0.0017188,              0.0017188
                     73,                0.79674,                0.77329,                 1.4013,                0.93008,                0.90781,                0.96393,                0.78136,                0.69013,                0.62648,                 1.2389,              0.0017149,              0.0017149,              0.0017149
                     74,                0.75076,                0.74824,                 1.3773,                0.93566,                 0.9046,                0.96426,                0.78687,                 0.6752,                0.61085,                 1.2269,              0.0017109,              0.0017109,              0.0017109
                     75,                0.75974,                0.75972,                 1.3822,                0.94348,                0.89067,                0.96335,                0.80049,                0.65288,                0.60402,                 1.2034,               0.001707,               0.001707,               0.001707
                     76,                0.78324,                0.76651,                 1.3909,                0.93605,                0.88719,                0.96026,                0.79004,                0.67354,                0.66117,                 1.2179,               0.001703,               0.001703,               0.001703
                     77,                0.78233,                0.76076,                 1.3813,                 0.9415,                0.89655,                0.96066,                0.79244,                0.66211,                0.59566,                 1.2117,               0.001699,               0.001699,               0.001699
                     78,                0.77378,                0.77554,                  1.386,                0.94146,                0.88481,                0.96185,                0.80098,                0.64625,                0.59925,                 1.2031,              0.0016951,              0.0016951,              0.0016951
                     79,                0.76502,                0.76926,                 1.3941,                0.92349,                0.90782,                0.96419,                0.79785,                0.66477,                0.56485,                 1.1931,              0.0016911,              0.0016911,              0.0016911
                     80,                0.76795,                0.78034,                 1.3942,                0.94081,                0.91086,                0.96457,                0.77096,                0.70836,                0.60381,                 1.2421,              0.0016872,              0.0016872,              0.0016872
                     81,                0.76274,                0.73269,                 1.3608,                0.93454,                 0.9146,                0.96774,                0.81156,                0.61109,                0.54166,                 1.1693,              0.0016832,              0.0016832,              0.0016832
                     82,                0.71179,                0.71505,                 1.3262,                0.95848,                 0.8851,                0.96478,                0.80275,                0.65333,                0.55805,                 1.2024,              0.0016792,              0.0016792,              0.0016792
                     83,                0.72128,                0.71559,                  1.345,                0.94535,                 0.8915,                0.95854,                0.79882,                0.64822,                 0.5596,                 1.1865,              0.0016753,              0.0016753,              0.0016753
                     84,                0.76403,                0.72535,                 1.3648,                0.95516,                0.89972,                0.96624,                0.78572,                0.69157,                0.57607,                 1.1942,              0.0016713,              0.0016713,              0.0016713
                     85,                0.78961,                0.73344,                 1.3877,                0.94836,                0.87953,                0.95501,                0.73707,                0.81633,                0.64441,                 1.3271,              0.0016674,              0.0016674,              0.0016674
                     86,                0.77777,                0.76144,                 1.3789,                0.94645,                0.88928,                0.96519,                0.80302,                0.63584,                0.57542,                 1.1646,              0.0016634,              0.0016634,              0.0016634
                     87,                0.73759,                0.71802,                 1.3409,                  0.934,                0.91295,                0.97136,                0.81681,                0.63227,                0.57165,                 1.1599,              0.0016594,              0.0016594,              0.0016594
                     88,                 0.7262,                  0.695,                 1.3399,                0.94407,                0.89331,                0.96714,                0.79965,                0.64243,                0.56257,                 1.1638,              0.0016555,              0.0016555,              0.0016555
                     89,                0.74852,                 0.7124,                 1.3511,                0.94993,                0.91163,                0.97126,                0.80671,                0.66142,                0.57112,                 1.2071,              0.0016515,              0.0016515,              0.0016515
                     90,                  0.711,                0.68798,                 1.3102,                0.94862,                0.91284,                0.97501,                0.82381,                 0.5875,                 0.5262,                 1.1259,              0.0016476,              0.0016476,              0.0016476
                     91,                 0.7273,                0.68233,                 1.3285,                0.95369,                0.91785,                0.97165,                0.82228,                0.58916,                0.54679,                 1.1421,              0.0016436,              0.0016436,              0.0016436
                     92,                0.71787,                0.70827,                 1.3297,                0.94566,                0.89672,                0.96513,                 0.8155,                0.60469,                0.54477,                 1.1367,              0.0016396,              0.0016396,              0.0016396
                     93,                0.70265,                0.68354,                 1.3241,                0.95604,                0.90873,                0.96862,                0.81605,                0.59404,                0.53813,                 1.1459,              0.0016357,              0.0016357,              0.0016357
                     94,                0.69745,                0.68053,                 1.3142,                0.94793,                0.91017,                0.96888,                0.81899,                0.61243,                0.51112,                 1.1684,              0.0016317,              0.0016317,              0.0016317
                     95,                0.71485,                0.69249,                  1.334,                0.96307,                0.88992,                0.97051,                0.82119,                0.60947,                0.51363,                 1.1482,              0.0016278,              0.0016278,              0.0016278
                     96,                0.69466,                0.67394,                 1.3233,                0.94234,                0.89916,                 0.9618,                0.81151,                0.60436,                0.53369,                 1.1478,              0.0016238,              0.0016238,              0.0016238
                     97,                0.67845,                0.66718,                 1.2972,                0.95044,                 0.9227,                0.97019,                 0.8274,                0.59109,                0.48752,                 1.1269,              0.0016198,              0.0016198,              0.0016198
                     98,                0.67796,                0.64231,                 1.2982,                 0.9526,                0.90961,                 0.9721,                0.83151,                0.56917,                 0.4886,                 1.1195,              0.0016159,              0.0016159,              0.0016159
                     99,                0.70193,                0.67115,                 1.3206,                0.95622,                0.91269,                0.97169,                0.82059,                0.62113,                  0.521,                 1.1394,              0.0016119,              0.0016119,              0.0016119
                    100,                0.69264,                0.67535,                 1.2964,                0.94021,                0.90885,                0.96937,                 0.8119,                0.62105,                 0.5191,                 1.1533,               0.001608,               0.001608,               0.001608
                    101,                0.68457,                0.66523,                 1.3138,                0.94033,                0.89972,                0.96706,                0.80815,                0.62601,                0.51673,                 1.1793,               0.001604,               0.001604,               0.001604
                    102,                0.70858,                0.66935,                  1.309,                0.96641,                0.92172,                0.97523,                0.81942,                0.62687,                0.48922,                 1.1555,                 0.0016,                 0.0016,                 0.0016
                    103,                0.68784,                0.63629,                 1.2936,                0.93892,                0.88845,                0.96144,                0.79601,                0.62379,                0.55567,                 1.1654,              0.0015961,              0.0015961,              0.0015961
                    104,                0.69385,                0.65409,                 1.2978,                0.95427,                0.91548,                0.97203,                0.83574,                0.57382,                0.49172,                 1.1067,              0.0015921,              0.0015921,              0.0015921
                    105,                0.69788,                0.67126,                 1.3112,                0.94063,                0.91922,                0.97157,                0.82746,                0.58563,                0.48826,                 1.1214,              0.0015882,              0.0015882,              0.0015882
                    106,                0.68353,                0.64595,                  1.295,                 0.9589,                0.93384,                0.98122,                0.84093,                0.58823,                0.48276,                 1.1146,              0.0015842,              0.0015842,              0.0015842
                    107,                0.69893,                0.66423,                  1.296,                0.94096,                0.92117,                0.97326,                0.82605,                0.60819,                0.49902,                 1.1362,              0.0015802,              0.0015802,              0.0015802
                    108,                0.68273,                0.65386,                 1.2901,                0.95968,                0.91166,                0.97556,                 0.8402,                0.56899,                0.48537,                 1.0994,              0.0015763,              0.0015763,              0.0015763
                    109,                0.67441,                0.62154,                 1.2874,                0.96726,                0.92688,                0.98009,                0.84346,                 0.5554,                0.47348,                 1.0939,              0.0015723,              0.0015723,              0.0015723
                    110,                0.66786,                0.62613,                 1.2927,                0.95028,                 0.9051,                0.96955,                0.82921,                 0.5734,                0.49725,                 1.1122,              0.0015684,              0.0015684,              0.0015684
                    111,                0.67218,                0.62729,                 1.2842,                0.96419,                0.94359,                0.98303,                0.85087,                0.56135,                0.44549,                 1.0938,              0.0015644,              0.0015644,              0.0015644
                    112,                0.64396,                0.60355,                 1.2618,                 0.9774,                0.90808,                0.98064,                0.85288,                0.54578,                0.45667,                  1.084,              0.0015604,              0.0015604,              0.0015604
                    113,                0.68622,                0.62981,                 1.2894,                0.95383,                 0.9429,                0.98163,                0.81367,                0.63155,                 0.5174,                 1.1651,              0.0015565,              0.0015565,              0.0015565
                    114,                0.66489,                0.62156,                 1.2723,                0.96149,                0.94777,                0.98387,                0.84334,                 0.5648,                  0.477,                 1.1032,              0.0015525,              0.0015525,              0.0015525
                    115,                0.66412,                0.63478,                 1.2553,                0.97105,                0.93435,                 0.9771,                0.84685,                 0.5659,                0.48212,                  1.092,              0.0015486,              0.0015486,              0.0015486
                    116,                0.67917,                0.61811,                 1.2839,                0.94605,                0.92802,                0.97591,                0.83941,                0.56627,                0.47408,                 1.0942,              0.0015446,              0.0015446,              0.0015446
                    117,                0.67075,                0.62591,                 1.2861,                 0.9676,                0.93588,                0.97824,                0.83852,                0.57067,                0.48207,                 1.1101,              0.0015406,              0.0015406,              0.0015406
                    118,                0.66594,                0.62054,                 1.2679,                0.95227,                0.94473,                0.97821,                0.84222,                0.54875,                 0.4551,                 1.0956,              0.0015367,              0.0015367,              0.0015367
                    119,                0.65547,                0.60651,                 1.2744,                0.96482,                0.93384,                0.97548,                0.85395,                0.52339,                 0.4467,                 1.0709,              0.0015327,              0.0015327,              0.0015327
                    120,                0.65129,                0.61424,                  1.263,                0.96301,                0.94287,                0.98357,                0.84627,                0.56163,                0.48504,                  1.105,              0.0015288,              0.0015288,              0.0015288
                    121,                0.63844,                0.60239,                 1.2585,                0.96516,                0.92609,                0.98107,                0.84881,                0.54502,                0.45063,                 1.0816,              0.0015248,              0.0015248,              0.0015248
                    122,                0.69518,                0.64046,                 1.3025,                0.96817,                0.93201,                0.98036,                0.84333,                0.57652,                0.45732,                 1.1038,              0.0015208,              0.0015208,              0.0015208
                    123,                 0.6812,                0.61934,                 1.2796,                0.96283,                0.92897,                0.97877,                0.84898,                0.55278,                0.45992,                 1.0866,              0.0015169,              0.0015169,              0.0015169
                    124,                0.68329,                0.62277,                 1.2898,                0.95796,                0.93626,                0.98162,                0.84588,                0.55427,                0.46051,                 1.0851,              0.0015129,              0.0015129,              0.0015129
                    125,                0.67488,                0.61428,                 1.2823,                0.96473,                0.94499,                0.98407,                0.85104,                0.54578,                0.45134,                 1.0894,               0.001509,               0.001509,               0.001509
                    126,                0.66656,                0.61122,                 1.2697,                0.96054,                0.93384,                0.97803,                0.85183,                0.54535,                0.44053,                 1.0764,               0.001505,               0.001505,               0.001505
                    127,                  0.653,                0.61443,                 1.2716,                0.96357,                0.92967,                0.97278,                0.82617,                0.62783,                0.46742,                 1.1708,               0.001501,               0.001501,               0.001501
                    128,                 0.6217,                0.57663,                 1.2325,                0.95718,                0.91783,                 0.9745,                0.85378,                0.54025,                 0.4478,                 1.0827,              0.0014971,              0.0014971,              0.0014971
                    129,                0.62469,                0.58016,                 1.2492,                0.96441,                0.94342,                0.97682,                0.84832,                0.54122,                0.44342,                   1.08,              0.0014931,              0.0014931,              0.0014931
                    130,                0.63205,                0.59502,                   1.24,                0.96744,                0.93593,                0.98222,                0.85923,                0.52821,                 0.4458,                  1.061,              0.0014892,              0.0014892,              0.0014892
                    131,                0.60714,                0.56322,                 1.2303,                0.96663,                0.93384,                0.98221,                0.85152,                0.56104,                 0.4321,                 1.1018,              0.0014852,              0.0014852,              0.0014852
                    132,                0.62326,                0.58816,                 1.2444,                 0.9701,                0.93942,                0.98524,                0.86915,                0.51775,                0.42215,                 1.0475,              0.0014812,              0.0014812,              0.0014812
                    133,                0.60839,                0.56478,                 1.2299,                0.97682,                0.93942,                0.98338,                0.87206,                0.50326,                 0.4114,                 1.0404,              0.0014773,              0.0014773,              0.0014773
                    134,                0.61379,                0.55958,                 1.2225,                0.96815,                0.94359,                0.98446,                0.86675,                0.51681,                0.41708,                 1.0541,              0.0014733,              0.0014733,              0.0014733
                    135,                0.60781,                0.55892,                 1.2189,                0.96264,                0.94429,                0.98653,                 0.8791,                0.48616,                 0.4259,                 1.0393,              0.0014694,              0.0014694,              0.0014694
                    136,                0.59149,                0.55628,                 1.2123,                0.97068,                0.94499,                0.98737,                0.88315,                0.48255,                0.38448,                 1.0316,              0.0014654,              0.0014654,              0.0014654
                    137,                0.61646,                0.56483,                 1.2317,                0.98011,                0.92967,                0.98569,                0.86363,                 0.5308,                0.40271,                 1.0614,              0.0014614,              0.0014614,              0.0014614
                    138,                0.60246,                0.56212,                 1.2155,                0.96816,                 0.9227,                0.97504,                0.86098,                0.50442,                  0.422,                 1.0368,              0.0014575,              0.0014575,              0.0014575
                    139,                0.61808,                0.56344,                 1.2272,                0.97798,                 0.9415,                0.98708,                0.86474,                0.50899,                0.41178,                  1.049,              0.0014535,              0.0014535,              0.0014535
                    140,                0.60025,                0.55923,                  1.227,                 0.9756,                0.94916,                0.98531,                0.87474,                0.48426,                0.39433,                 1.0338,              0.0014496,              0.0014496,              0.0014496
                    141,                0.59759,                 0.5549,                 1.2269,                0.97251,                  0.936,                0.98527,                0.86932,                0.51366,                0.41634,                 1.0555,              0.0014456,              0.0014456,              0.0014456
                    142,                0.60428,                0.58709,                 1.2295,                0.96532,                0.94976,                0.98636,                0.87554,                0.49655,                0.40687,                 1.0428,              0.0014416,              0.0014416,              0.0014416
                    143,                0.60922,                0.56059,                 1.2211,                0.95933,                0.94638,                0.98532,                0.86588,                0.55357,                0.41923,                 1.0918,              0.0014377,              0.0014377,              0.0014377
                    144,                0.61184,                 0.5683,                 1.2106,                0.97084,                0.95058,                0.98647,                 0.8744,                 0.5027,                0.39602,                 1.0417,              0.0014337,              0.0014337,              0.0014337
                    145,                0.60666,                0.55151,                 1.2169,                 0.9804,                0.93872,                0.98692,                0.86939,                0.53126,                0.44465,                 1.0684,              0.0014298,              0.0014298,              0.0014298
                    146,                0.62367,                0.57171,                 1.2213,                0.95456,                0.93634,                0.97474,                0.86404,                0.51596,                0.42377,                  1.049,              0.0014258,              0.0014258,              0.0014258
                    147,                0.60649,                0.56946,                 1.2345,                0.97597,                0.95125,                0.98666,                0.86794,                  0.512,                0.41736,                 1.0497,              0.0014218,              0.0014218,              0.0014218
                    148,                0.61002,                 0.5614,                 1.2156,                  0.965,                0.95543,                0.98605,                0.86659,                0.51285,                0.42657,                 1.0598,              0.0014179,              0.0014179,              0.0014179
                    149,                0.59572,                 0.5524,                 1.2069,                0.97075,                0.94749,                0.98588,                0.87648,                0.49122,                0.40043,                 1.0347,              0.0014139,              0.0014139,              0.0014139
                    150,                0.58531,                 0.5194,                 1.2026,                0.98138,                0.95428,                0.98838,                0.88091,                0.49217,                0.38679,                 1.0257,                0.00141,                0.00141,                0.00141
                    151,                0.60909,                  0.561,                 1.2159,                0.96498,                0.94026,                0.98379,                0.86579,                0.51336,                0.40898,                 1.0523,               0.001406,               0.001406,               0.001406
                    152,                0.60629,                0.56191,                 1.2218,                0.96981,                0.93967,                0.98261,                0.86629,                0.50434,                0.40405,                 1.0456,               0.001402,               0.001402,               0.001402
                    153,                0.59986,                0.55831,                 1.2107,                0.97845,                0.94708,                0.98161,                0.88023,                0.46901,                0.39513,                 1.0145,              0.0013981,              0.0013981,              0.0013981
                    154,                0.57414,                 0.5347,                 1.1918,                0.97709,                0.93315,                0.98132,                 0.8795,                0.47416,                0.38041,                 1.0175,              0.0013941,              0.0013941,              0.0013941
                    155,                0.60253,                0.54724,                 1.2158,                 0.9728,                0.94847,                0.98117,                0.87382,                0.49255,                 0.3777,                 1.0371,              0.0013902,              0.0013902,              0.0013902
